Id,Hotel_name,Review_Title,Review_Text,Rating
141,The Residency Towers,,"There was no confirmation of my booking as per their record.
I had to wait for 30 minutes",60.0
142,The Chariot,Good place to stay at affordable price,"The place was OK. The room was priced at 2K/night. I booked it for 2N for 3 adults totalling around 6. 5K including tax and additional charges for 3rd Person & finally got it at 3. 5K discount). Pros: Room service, Reception, Cleanliness. Location of the hotel. Cons:Old CRT TV, not working properly. Dim lights in the room. Not many food options and Indian breakfast wasn't that great.",86.0
143,Peace Inn,peace park inn,"Very cramped access road, impropper information on phone",40.0
144,Lemon Tree Shimona,,Good,100.0
145,Raj Park Chennai,Nice stay near by the US Visa Application Centers,"Got for a day and night. Nice staff. Upgraded our stay from Deluxe Double to Superior Deluxe upon our arrival. Very convenient for US Visa application center visits, hardly 2.7 Kms from Main center and 1.6 approx from the OFC. Good restaurants near by.",100.0
146,Asiana Place,AWESOME EXPERIENCE with friendly staff,"The location is absolutely fantastic beyond my understanding. Gave me a relaxed experience due to less connectivity of Mobile service, good ambience. Neat & tidy Rooms with approachable and polite staff. Food was good & tasty even. Quite and calm place to relax in between busy scheldule - lovely place to relax not feeling away from home.",100.0
147,The Spring,Nice place to stay,Hotel located at prime location is the plus. Very less parking space. Mostly occupied by guest vehicles visiting the bar which seems to be the main attraction here. Rooms are very small. The walls had patches of water logs in wall papers pasted. Food was average. Though easy access to city.,57.0
148,FabHotel Priyadarshini Park Mount Road,Can't expect much,"Location wise hotel is perfect, but maintenance is pathetic. Rooms were ok but bathroom was not hygiene. Food is fine. Better option for amount I paid. Booked it through Makemytrip at lowest fare I believe. Thanks to Makemytrip,. Totally I prefer not to go again.",57.0
149,The Centre Point,Comfortable stay and convenient location,"I was on a short trip to Chennai, so just wanted a place to stay for a night. The Centre Point? was perfect because it was located right next to my office. Round the clock room service is available, so getting food was not a problem. The room was slightly small but sufficient for one person. The room was hygienic and clean with adequate supplies. Morning breakfast was a lavish spread. I was very happy with my stay at Centre Point.",71.0
150,Hyatt Regency Chennai,Hotel in town,"Very comfortable, there was an excellent selection of breakfast and dinner. Watch out for overpriced bottles of water though! 

The staff were extremely helpful. 

 Lovely outdoor swimming pool - but very dark in the evenings - could do with better signage and lighting.",100.0
151,Surya Prakesh,Good location and goos service,"Me and my husband went to Chennai for some family reason, there we spent lot of quality time together. The hotel was quite good. Food and drink was not so bad. But it's new taste of the life. Easy to find market nearby it. Don't forget to take your camera on this place. Location is too good.",71.0
152,Nachiappa Park,Good location but average food,"Food not good and breakfast not available in the hotel. Where hotel was placed, it is was excellent. All shopping needs are around 1 km only. I am satisfied for shopping and seeing all memorable places.",71.0
153,Orchid Inn Woods Road,Full of bed bugs,"The room was not at all clean and was infested with bed bugs, we couldn't sleep at night. I don't recommend this room to people looking for comfortable stay. The only good thing is the location of the hotel where it's close to multiple attractions and places.",29.0
154,The Park Chennai,Average hotel,"Pros: Centrally located - close to the us embassy, food at hotel 601 was good, friendly staff, decent gym and swimming pool. Cons: Poor rooms/worn out floors, over prized, long waits for checking out.",57.0
155,ITC Grand Chola,Excellent Hotel,"This is an excellent hotel if you are planning to be close to airport and conduct business.

It is massive and has two sections, and defo will come back to it if I am going back to india.",100.0
156,Lloyds Guest House - US Consulate,,Nice overall. Friendly staffs. 45 mins from the airport,80.0
157,"Radisson Chennai City Centre, India",,"Very nice multi cultural buffet breakfast 
Wonderful on site restaurants",100.0
158,Savera,Nice close to Consulate and Beach,good experience with hotel. Had good facilities. Near to US Consulate and Beach,80.0
159,Hilton Chennai,Will stay again.,My stay was good. The addition of the O2 spa was terrific...thank you,80.0
160,Regency Royal Paris,Nice experience in a good hotel,"My experience about the hotel was good, I am travelling alone for business purpose. The room service is good, room are very clean and hygiene own restaurant too. The staff are good and it's behaviour with customer is very nice and they served free breakfast and news papaer also.",57.0
161,FabHotel Blossoms T Nagar,Hotel located well and staff are very friendly,"Business trip for two days, very nice hotel, location is good, close to us consulate, close to market place, Railway Station and Airport. Neat and clean, nice food, nice restaurant. Friendly staff with quality service. Enjoyed the stay.",86.0
162,FabHotel Queensway T Nagar,Hotel is good,"Hotel dhik dhak hai.rate ke hisab se achi hain, lekin nasta average tha,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@##@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@??@?@@@@@?????????##@@@@@@@@@@@@@@@@@@@@@@",65.0
163,Mars Deluxe,Just a room to stay near Chennai Airport,"Except that the place is close to Chennai airport, nothing is noteworthy. Rooms was not clean. The flush mechanism didn't work and no effort was made to repair the faulty mechanism. No elevators. Only good thing is that they provide free pick up and drop from and to Chennai airport.",60.0
164,Oyo Rooms Chennai International Airport Road,It was good experience with OYO rooms,It was good experience with OYO rooms in Chennai. I have been using OYO in Chennai from last 20 days and it is a good experience. We getting prices reasonable and we have not going to faar to search for any hotel. With OYO services we got rooms and rooms also which matches with the ones shown on the website. Complimentary breakfast and wifi is super in all the OYO. Sometimes we may face communication issue but overall it is a good experience.,71.0
165,"The Raintree, St. Mary's Road",Great hotel esp for a single woman traveler,"Had a great experience. I was travelling and staying here alone. Got a comfortable room near the elevator. Quick check-in and checkout. The room was very comfortable, as was the breakfast. Would definitely stay here again.",100.0
